File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,"Utf7Codec(codecOptions, iconv)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,"Utf7Encoder(options, codec)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(str),8,6,4,2,0,0,2,15,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,"Utf7Decoder(options, codec)",4,4,4,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(buf),50,39,30,8,9,9,2,57,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(),8,7,6,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,"Utf7IMAPCodec(codecOptions, iconv)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,"Utf7IMAPEncoder(options, codec)",5,5,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(str),47,39,25,10,8,8,0,33,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(),13,11,8,3,2,2,0,11,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,"Utf7IMAPDecoder(options, codec)",4,4,4,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(buf),51,39,30,8,9,9,3,73,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,function(),8,7,6,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\bom-handling.js,"PrependBOMWrapper(encoder, options)",3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\bom-handling.js,function(str),7,6,5,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\bom-handling.js,function(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\bom-handling.js,"StripBOMWrapper(decoder, options)",4,4,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\bom-handling.js,function(buf),13,11,8,5,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\bom-handling.js,function(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\extend-node.js,function(iconv),209,145,113,39,41,3,23,144,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\index.js,"encode(str, encoding, options)",9,6,6,1,3,1,0,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\index.js,"decode(buf, encoding, options)",16,12,9,3,4,2,0,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\index.js,encodingExists(enc),7,7,6,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\index.js,getCodec(encoding),46,31,22,11,11,5,4,65,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\index.js,"getEncoder(encoding, options)",8,6,4,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\index.js,"getDecoder(encoding, options)",8,6,4,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,function(iconv),18,11,9,2,5,0,2,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,"IconvLiteEncoderStream(conv, options)",5,5,6,0,0,1,0,11,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,function(done),9,9,7,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,function(cb),8,8,9,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,"IconvLiteDecoderStream(conv, options)",5,5,6,0,0,1,0,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,function(done),9,9,7,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,function(cb),8,8,9,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\indexof\index.js,"function(arr, obj)",6,6,5,4,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\isarray\index.js,function(arr),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\index.js,parse(string),53,39,9,9,12,0,2,9,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\index.js,getcontenttype(obj),10,7,3,4,1,0,2,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\index.js,qstring(val),13,9,3,4,3,0,1,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\index.js,splitType(string),25,19,4,3,5,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\merge-descriptors\index.js,"merge(dest, src, redefine)",26,18,6,6,5,0,3,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\methods\index.js,getCurrentNodeMethods(),4,4,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\methods\index.js,getBasicNodeMethods(),29,29,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\mime.js,Mime(),6,3,3,0,1,0,2,12,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\mime.js,function(map),17,14,9,4,2,1,1,21,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\mime.js,function(file),16,11,10,0,3,0,2,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\mime.js,"function(path, fallback)",4,3,3,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\mime.js,function(mimeType),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\index.js,charset(type),19,13,4,7,4,0,2,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\index.js,contentType(str),21,15,4,8,4,0,2,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\index.js,extension(type),16,10,3,5,4,0,2,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\index.js,lookup(path),15,11,3,5,3,0,1,9,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\index.js,"populateMaps(extensions, types)",34,22,6,5,7,0,5,19,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\index.js,"function(val, options)",12,12,9,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\index.js,parse(str),51,51,17,10,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\index.js,fmtShort(ms),14,14,10,9,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\index.js,fmtLong(ms),6,6,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\index.js,"plural(ms, n, name)",8,8,6,4,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,Negotiator(request),6,5,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,charset(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,charsets(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,encoding(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,encodings(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,language(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,languages(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,mediaType(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,mediaTypes(available),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,loadModule(moduleName),29,23,16,8,4,0,2,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,parseAcceptCharset(accept),15,10,8,3,4,0,1,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,"parseCharset(str, i)",22,20,13,6,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,"getCharsetPriority(charset, accepted, index)",12,9,8,3,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,"specify(charset, spec, index)",14,13,6,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,"preferredCharsets(accept, provided)",20,14,10,5,3,0,3,18,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,"compareSpecs(a, b)",2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,getFullCharset(spec),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,isQuality(spec),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,parseAcceptEncoding(accept),31,21,15,4,5,0,5,26,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,"parseEncoding(str, i)",22,20,14,6,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,"getEncodingPriority(encoding, accepted, index)",12,9,8,3,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,"specify(encoding, spec, index)",14,13,6,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,"preferredEncodings(accept, provided)",19,14,10,5,3,0,2,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,"compareSpecs(a, b)",2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,getFullEncoding(spec),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,isQuality(spec),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,parseAcceptLanguage(accept),15,10,8,3,4,0,1,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,"parseLanguage(str, i)",26,22,12,6,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,"getLanguagePriority(language, accepted, index)",12,9,8,3,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,"specify(language, spec, index)",20,19,11,4,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,"preferredLanguages(accept, provided)",20,14,10,5,3,0,3,18,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,"compareSpecs(a, b)",2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,getFullLanguage(spec),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,isQuality(spec),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\mediaType.js,parseAccept(accept),15,10,8,3,4,0,1,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\mediaType.js,"parseMediaType(str, i)",39,30,20,7,7,0,2,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\mediaType.js,"getMediaTypePriority(type, accepted, index)",12,9,8,3,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\mediaType.js,"specify(type, spec, index)",37,32,18,11,5,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-assign\index.js,toObject(val),6,5,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-assign\index.js,shouldUseNative(),42,32,28,12,5,1,5,28,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-assign\index.js,"function(target, source)",25,21,15,7,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\index.js,function(obj),8,8,6,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\index.js,function(obj),8,8,6,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\index.js,"function(a, b)",7,7,5,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\index.js,function(obj),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\index.js,function(obj),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\test\object.js,function(),5,5,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\test\object.js,function(),5,5,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\test\object.js,function(),12,11,15,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\test\object.js,function(),5,5,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,function(fn),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,"onFinished(msg, listener)",10,7,2,3,2,0,1,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,isFinished(msg),15,9,3,5,3,0,3,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,"attachFinishedListener(msg, callback)",40,25,5,5,9,0,6,24,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,"attachListener(msg, listener)",10,7,2,1,2,0,1,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,createListener(msg),16,12,3,4,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,"patchAssignSocket(res, callback)",10,7,2,1,2,0,1,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\README.md,function(str),2,2,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\README.md,"function(err, req)",2,1,1,0,0,0,1,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\README.md,"onRequest(req, res)",6,6,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseqs\index.js,function(obj),11,9,7,4,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseqs\index.js,function(qs),8,8,8,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\index.js,parseurl(req),20,12,3,5,5,0,3,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\index.js,originalurl(req),20,12,3,5,5,0,3,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\index.js,fastparse(str),22,16,3,4,3,0,3,9,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\index.js,"fresh(url, parsedUrl)",5,5,1,4,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,"alladdrs(req, trust)",20,13,10,6,5,0,2,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,compile(val),29,22,18,5,6,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,compileRangeSubnets(arr),8,6,5,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,compileTrust(rangeSubnets),8,7,3,3,0,0,1,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,parseipNotation(note),40,31,21,8,8,0,1,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,parseNetmask(netmask),7,6,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,"proxyaddr(req, trust)",13,10,8,3,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,trustNone(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,trustMulti(subnets),38,29,22,10,7,0,2,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,trustSingle(subnet),26,19,15,7,5,0,2,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\README.md,"function(addr, i)",1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\README.md,"[options]); ```  **qs** allows you to create nested objects within your query strings, by surrounding the name of sub-keys with square brackets `[]`. For example, the string `'foo[bar]=baz'` converts to:  ```javascript assert.deepEqual(qs.parse('foo[bar]=baz')",4,4,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\parse.js,"parseQueryStringValues(str, options)",28,24,22,4,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\parse.js,"parseObjectRecursive(chain, val, options)",30,27,19,9,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\parse.js,"parseQueryStringKeys(givenKey, val, options)",53,32,24,9,13,0,8,53,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\parse.js,"function(str, opts)",36,28,29,5,7,0,1,9,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\stringify.js,stringify( ,77,68,33,14,9,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\stringify.js,"function(object, opts)",86,72,52,11,14,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,"function(target, source, options)",53,46,36,17,7,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,"assignSingleSource(target, source)",5,5,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,function(str),6,6,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,function(str),50,40,23,14,8,7,2,33,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,"function(obj, references)",33,26,21,9,7,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,function(obj),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,function(obj),6,5,4,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),3,3,4,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),4,4,8,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),31,28,18,0,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),6,6,18,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),4,4,10,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),4,4,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,9,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),11,9,8,1,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),10,10,13,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),3,3,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),3,3,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),3,3,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),3,3,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),3,3,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,14,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),3,3,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,11,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),17,14,11,0,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),17,14,12,0,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),17,14,13,0,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),7,7,8,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),16,13,15,0,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),9,8,10,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),4,4,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),4,4,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),11,9,12,0,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),11,9,13,0,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,8,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,8,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),26,22,16,0,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),13,13,16,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),14,14,14,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),8,8,7,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,7,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,function(st),5,5,7,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\utils.js,function(t),10,8,12,0,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\index.js,"rangeParser(size, str, options)",54,35,9,10,10,0,9,23,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\index.js,combineRanges(ranges),27,16,4,3,6,0,5,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\index.js,"mapWithIndex(range, index)",6,6,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\index.js,mapWithoutIndex(range),5,5,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\index.js,"sortByRangeIndex(a, b)",2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\index.js,"sortByRangeStart(a, b)",2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\index.js,getDecoder(encoding),14,10,4,3,2,0,2,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\index.js,"getRawBody(stream, options, callback)",50,34,11,10,9,0,7,34,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\index.js,halt(stream),8,5,2,1,1,0,2,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\index.js,"createError(status, message, type, props)",27,16,3,2,6,0,5,12,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\index.js,"readStream(stream, encoding, length, limit, callback)",132,95,22,17,23,0,14,59,
