File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\forwarded\package.json,100,99,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\fresh\index.js,82,32,8,12,17,0,33,93,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\fresh\HISTORY.md,59,39,0,0,20,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\fresh\README.md,114,79,4,3,29,14,6,52,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\fresh\package.json,121,120,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-binary2\index.js,63,34,21,15,13,0,16,38,4,8
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-binary2\History.md,40,27,0,0,13,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-binary2\README.md,5,3,0,0,2,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-binary2\package.json,86,85,14,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-cors\index.js,18,6,4,0,3,0,9,30,7,15
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-cors\test.js,25,17,17,0,7,0,1,6,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-cors\History.md,22,13,0,0,9,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-cors\Readme.md,25,13,2,0,11,1,1,2,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-cors\component.json,14,13,2,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-cors\package.json,98,97,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,261,149,29,27,51,0,61,192,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\HISTORY.md,125,85,0,0,40,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\README.md,136,109,1,1,27,13,0,22,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\package.json,134,133,21,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\Changelog.md,109,59,0,0,50,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\README.md,160,111,35,0,39,18,10,132,0,1
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\package.json,160,159,30,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,555,393,273,79,90,41,72,851,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-data.js,177,82,23,0,23,0,72,644,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\index.js,23,17,4,3,3,0,3,32,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,188,131,95,19,38,12,19,142,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,73,49,33,9,19,0,5,47,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-data-generated.js,451,449,78,0,1,0,1,12,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-data.js,170,137,4,0,30,0,3,25,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,177,111,77,24,48,5,18,156,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf7.js,290,202,147,36,65,29,23,286,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\big5-added.json,123,122,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\cp936.json,265,264,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\cp949.json,274,273,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\cp950.json,178,177,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\eucjp.json,183,182,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\gb18030-ranges.json,1,1,1,0,0,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\gbk-added.json,56,55,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\tables\shiftjis.json,126,125,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\bom-handling.js,53,38,27,9,14,0,1,1,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\extend-node.js,215,147,113,39,44,3,24,152,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\index.js,142,91,65,23,38,8,13,140,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\lib\streams.js,121,94,77,12,22,2,5,31,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\indexof\index.js,10,8,7,4,2,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\indexof\Readme.md,15,9,2,0,6,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\indexof\component.json,10,10,2,0,0,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\indexof\package.json,68,67,12,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\inherits\inherits.js,8,7,6,1,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\inherits\inherits_browser.js,24,21,9,1,1,0,2,12,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\inherits\README.md,43,32,1,0,10,3,1,13,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\inherits\package.json,98,97,15,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ipaddr.js\ipaddr.min.js,1,1,73,0,0,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ipaddr.js\README.md,228,163,22,3,65,19,0,69,0,1
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ipaddr.js\bower.json,30,29,1,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ipaddr.js\package.json,98,97,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ipaddr.js\lib\ipaddr.js,587,535,426,134,52,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\isarray\index.js,6,4,5,1,2,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\isarray\README.md,55,37,5,0,18,8,0,11,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\isarray\package.json,113,112,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\index.js,271,122,36,29,49,0,100,464,28,199
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\HISTORY.md,23,15,0,0,8,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\README.md,82,56,2,0,26,10,0,10,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\media-typer\package.json,93,92,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\merge-descriptors\index.js,61,22,6,6,13,0,26,87,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\merge-descriptors\HISTORY.md,22,14,0,0,8,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\merge-descriptors\README.md,49,33,3,1,16,8,0,8,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\merge-descriptors\package.json,173,172,35,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\methods\index.js,70,38,9,3,10,0,22,57,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\methods\HISTORY.md,30,18,0,0,12,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\methods\README.md,52,38,0,0,14,10,0,10,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\methods\package.json,123,122,22,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\cli.js,9,5,4,0,4,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\mime.js,109,51,42,7,20,2,38,191,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\README.md,91,57,13,0,33,10,1,21,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\package.json,107,106,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\types.json,2,1,1,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\build\build.js,12,9,9,1,3,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime\build\test.js,58,32,32,0,11,10,15,33,3,6
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-db\index.js,12,1,0,0,3,0,8,17,8,17
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-db\HISTORY.md,331,255,0,0,76,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-db\README.md,95,70,2,1,24,20,1,33,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-db\db.json,6885,6884,1961,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-db\package.json,141,140,20,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\index.js,189,89,21,30,41,1,59,188,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\HISTORY.md,234,80,0,0,33,1,121,273,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\README.md,109,73,0,0,35,26,1,43,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\mime-types\package.json,131,130,21,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\index.js,153,101,50,27,12,0,40,116,3,4
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\license.md,22,17,0,0,5,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\readme.md,52,38,3,0,14,19,0,41,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ms\package.json,111,110,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\index.js,125,74,64,18,24,0,27,79,7,24
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\HISTORY.md,99,67,0,0,32,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\README.md,204,107,0,0,80,11,17,89,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\package.json,126,125,21,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\charset.js,170,84,55,23,35,0,51,143,7,24
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\encoding.js,185,95,64,24,36,0,54,159,7,24
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\language.js,180,92,60,24,37,0,51,143,7,24
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\negotiator\lib\mediaType.js,295,148,101,38,59,1,88,239,7,24
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-assign\index.js,91,65,52,21,15,1,11,38,5,7
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-assign\readme.md,62,27,15,0,28,5,7,39,0,1
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-assign\package.json,119,118,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\index.js,84,33,27,11,12,0,39,103,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\History.md,11,6,0,0,5,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\Readme.md,31,16,0,0,15,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\component.json,10,10,2,0,0,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\package.json,70,69,13,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\object-component\test\object.js,48,37,37,0,8,0,3,5,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\index.js,197,80,18,20,42,0,75,215,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\HISTORY.md,89,57,0,0,32,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\README.md,155,109,5,0,43,10,3,29,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\on-finished\package.json,107,106,18,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parsejson\index.js,32,20,14,6,5,0,7,26,6,17
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parsejson\test.js,22,17,15,0,5,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parsejson\README.md,3,2,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parsejson\package.json,88,87,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseqs\index.js,38,19,17,6,6,0,13,38,7,20
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseqs\test.js,28,19,22,0,6,0,3,8,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseqs\README.md,2,1,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseqs\package.json,89,88,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseuri\index.js,40,25,20,4,9,0,6,17,6,17
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseuri\test.js,52,49,39,0,3,4,0,4,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseuri\History.md,6,3,0,0,3,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseuri\README.md,3,2,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseuri\package.json,87,86,15,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\index.js,139,56,12,18,29,0,54,156,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\HISTORY.md,48,30,0,0,18,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\README.md,121,84,0,0,37,10,0,10,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\parseurl\package.json,126,125,22,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\path-to-regexp\index.js,130,80,53,14,23,2,27,143,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\path-to-regexp\History.md,37,23,0,0,14,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\path-to-regexp\Readme.md,36,22,3,0,12,1,2,7,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\path-to-regexp\package.json,220,219,48,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\index.js,328,169,118,47,67,0,92,250,5,13
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\HISTORY.md,116,78,0,0,38,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\README.md,141,104,2,0,37,13,0,22,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\proxy-addr\package.json,109,108,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\CHANGELOG.md,213,170,0,0,43,84,0,420,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\README.md,476,347,234,9,116,20,13,58,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\package.json,124,123,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\dist\qs.js,615,497,370,111,107,12,11,105,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\formats.js,19,16,10,2,3,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\index.js,12,9,6,0,3,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\parse.js,173,129,103,27,35,0,9,62,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\stringify.js,211,181,103,29,30,5,0,10,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\lib\utils.js,193,155,119,53,36,7,2,33,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\index.js,8,4,4,0,4,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\parse.js,547,459,682,3,88,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\stringify.js,597,525,567,13,72,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\qs\test\utils.js,35,24,51,0,11,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\index.js,159,74,19,17,32,0,53,153,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\HISTORY.md,52,32,0,0,20,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\README.md,76,48,3,1,20,10,8,42,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\range-parser\package.json,135,134,23,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\index.js,321,171,42,33,59,0,91,306,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\HISTORY.md,221,147,0,0,74,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\README.md,146,109,8,2,35,12,2,18,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\raw-body\package.json,126,125,20,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\browser.js,2,1,0,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\index.js,59,49,17,12,8,0,2,9,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\test.js,100,88,24,1,12,1,0,2,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\README.md,582,395,60,4,161,40,26,294,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\package.json,104,103,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,1075,551,109,131,188,1,336,945,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\HISTORY.md,421,321,0,0,100,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\README.md,302,204,13,3,84,18,14,92,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\package.json,140,139,20,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\index.js,210,112,22,24,39,0,59,169,7,23
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\HISTORY.md,386,286,0,0,100,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\README.md,254,173,9,1,73,16,8,49,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\package.json,111,110,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\setprototypeof\index.js,16,13,10,4,3,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\setprototypeof\README.md,22,16,8,1,6,1,0,1,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\setprototypeof\package.json,90,89,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\History.md,721,555,0,0,166,1,0,1,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\Readme.md,243,176,31,0,67,25,0,100,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\package.json,135,134,20,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,253,138,126,17,38,4,77,230,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,475,268,237,52,68,0,139,486,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,275,125,110,19,47,1,103,308,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,559,293,250,44,81,0,185,548,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,264,141,122,38,35,0,88,279,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\Readme.md,17,9,0,0,8,1,0,1,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\package.json,82,81,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\History.md,562,41,0,0,15,1,506,1948,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\README.md,51,35,12,0,16,10,0,10,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\package.json,155,154,20,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\dist\socket.io.js,3,2,347,1,0,1,1,577,0,576
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\dist\socket.io.slim.js,3,2,262,0,0,1,1,389,0,388
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\index.js,95,39,35,5,19,0,37,91,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,574,307,281,44,91,1,176,534,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\on.js,25,9,7,1,5,0,11,33,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,419,221,182,36,70,2,128,350,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\url.js,76,40,27,9,16,6,20,89,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\binary.js,142,90,76,23,19,7,33,176,4,7
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,401,181,136,35,69,7,151,517,3,5
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\is-buffer.js,14,5,3,1,4,0,5,17,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\History.md,161,106,0,0,55,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\Readme.md,74,51,23,2,16,6,7,28,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\package.json,102,101,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\statuses\index.js,111,52,9,10,21,0,38,143,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\statuses\HISTORY.md,56,36,0,0,20,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\statuses\README.md,104,56,0,0,26,18,22,96,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\statuses\codes.json,65,65,1,0,0,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\statuses\package.json,142,141,23,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\to-array\index.js,14,9,2,2,5,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\to-array\README.md,23,13,0,0,10,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\to-array\package.json,99,98,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\type-is\index.js,263,96,23,37,38,3,129,462,6,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\type-is\HISTORY.md,219,73,0,0,31,3,115,259,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\type-is\README.md,147,22,0,0,8,6,117,418,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\type-is\package.json,122,121,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ultron\index.js,139,60,50,16,21,0,58,248,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ultron\package.json,113,112,18,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\unpipe\index.js,70,32,9,11,16,0,22,56,5,13
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\unpipe\HISTORY.md,5,3,0,0,2,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\unpipe\README.md,44,32,0,0,12,10,0,10,0,0
